prospect_id,market,acquisition_channel,category_interest,device_type,engagement_score,assignment_date,converted
P03203,LT,Paid Search,Home,desktop,0.4773,2025-06-26,1
P03204,LV,CRM,Electronics,desktop,0.2286,2025-03-26,0
P03205,LV,Organic Search,Electronics,mobile,0.4876,2025-09-20,0
P03206,LV,CRM,Pet Care,desktop,0.9304,2025-09-18,1
P03207,LT,CRM,Pet Care,mobile,0.1467,2025-04-13,0
P03208,LV,Paid Social,Beauty,mobile,0.4427,2025-01-31,1
P03209,LV,Paid Search,Electronics,mobile,0.6492,2025-03-22,0
P03210,EE,Affiliate,Sports,desktop,0.1488,2025-01-20,0
P03211,LT,Affiliate,Home,mobile,0.1368,2025-01-25,0
P03212,LT,Affiliate,Sports,desktop,0.4073,2025-08-20,0
P03213,LT,Affiliate,Home,desktop,0.5144,2025-07-26,1
P03214,LT,Paid Search,Electronics,mobile,0.5184,2025-01-10,1
P03215,LV,Paid Social,Pet Care,desktop,0.1531,2025-04-10,0
P03216,LV,Paid Search,Home,desktop,0.3471,2025-07-28,1
P03217,LV,Organic Search,Sports,mobile,0.1712,2025-10-06,0
P03218,LV,Organic Search,Beauty,mobile,0.473,2025-09-29,0
P03219,LT,Paid Search,Sports,desktop,0.2066,2025-10-11,0
P03220,LT,Affiliate,Beauty,mobile,0.3705,2025-07-10,0
P03221,LV,Paid Search,Pet Care,mobile,0.7209,2025-01-21,1
P03222,LV,Organic Search,Electronics,mobile,0.1444,2025-07-09,0
P03223,LV,Paid Search,Home,desktop,0.2381,2025-10-19,0
P03224,EE,Paid Social,Electronics,mobile,0.1318,2025-01-24,0
P03225,LT,Paid Search,Beauty,mobile,0.2097,2025-01-09,1
P03226,LT,Organic Search,Beauty,desktop,0.3178,2025-05-05,0
P03227,LT,CRM,Home,mobile,0.1632,2025-05-20,1
P03228,EE,Paid Search,Beauty,mobile,0.6519,2025-10-13,1
P03229,EE,Paid Search,Home,desktop,0.5893,2025-10-11,1
P03230,LT,Paid Social,Electronics,mobile,0.3009,2025-08-12,0
P03231,LV,Organic Search,Electronics,desktop,0.1798,2025-08-09,0
P03232,LV,Paid Search,Home,mobile,0.5994,2025-02-24,1
P03233,LT,CRM,Sports,mobile,0.1532,2025-08-01,0
P03234,LT,Organic Search,Electronics,mobile,0.4764,2025-10-23,0
P03235,EE,Paid Social,Beauty,desktop,0.7057,2025-06-05,0
P03236,EE,Paid Search,Beauty,mobile,0.4027,2025-07-22,0
P03237,EE,Organic Search,Electronics,mobile,0.3598,2025-07-09,1
P03238,LV,CRM,Sports,mobile,0.3938,2025-06-07,0
P03239,LV,Paid Social,Pet Care,mobile,0.0904,2025-07-13,1
P03240,LV,Paid Search,Electronics,mobile,0.4532,2025-01-17,0
P03241,LV,CRM,Pet Care,mobile,0.2179,2025-10-15,1
P03242,LV,CRM,Electronics,mobile,0.4803,2025-02-11,0
P03243,LV,Affiliate,Beauty,mobile,0.1856,2025-08-25,0
P03244,EE,Affiliate,Beauty,desktop,0.4153,2025-01-14,0
P03245,LV,Paid Social,Electronics,desktop,0.5422,2025-04-04,0
P03246,LV,Organic Search,Home,mobile,0.5167,2025-02-28,1
P03247,LV,Organic Search,Sports,mobile,0.1261,2025-06-12,0
P03248,LV,Paid Social,Pet Care,mobile,0.3038,2025-07-13,0
P03249,EE,Paid Search,Beauty,mobile,0.7449,2025-01-29,1
P03250,LV,Paid Search,Sports,mobile,0.4905,2025-08-27,1
P03251,LT,Paid Search,Sports,mobile,0.3692,2025-08-06,0
P03252,LT,Paid Search,Beauty,mobile,0.6912,2025-07-13,0
P03253,LV,Paid Search,Electronics,mobile,0.6085,2025-09-03,0
P03254,LV,Affiliate,Home,mobile,0.2088,2025-02-13,1
P03255,LV,Paid Search,Pet Care,mobile,0.4668,2025-10-27,0
P03256,LV,Organic Search,Beauty,mobile,0.1108,2025-07-15,1
P03257,LT,Paid Search,Electronics,mobile,0.5696,2025-10-24,0
P03258,LT,Paid Social,Beauty,mobile,0.5451,2025-06-04,0
P03259,LV,Affiliate,Beauty,desktop,0.5571,2025-05-04,0
P03260,EE,CRM,Beauty,mobile,0.5348,2025-04-21,0
P03261,LT,Paid Social,Home,mobile,0.3097,2025-09-01,0
P03262,EE,Affiliate,Home,mobile,0.3045,2025-10-17,1
P03263,LV,Paid Search,Electronics,desktop,0.5669,2025-03-27,1
P03264,LT,Organic Search,Sports,mobile,0.6326,2025-06-24,1
P03265,LT,Paid Search,Home,desktop,0.5467,2025-02-07,1
P03266,LV,Paid Social,Electronics,mobile,0.3192,2025-05-02,0
P03267,LV,CRM,Beauty,mobile,0.2435,2025-03-11,0
P03268,LV,Affiliate,Beauty,desktop,0.1871,2025-09-09,0
P03269,LV,Paid Search,Home,desktop,0.5422,2025-09-07,0
P03270,LV,Paid Search,Sports,mobile,0.5639,2025-03-30,0
P03271,LV,Paid Social,Sports,mobile,0.3909,2025-04-22,0
P03272,LV,Paid Search,Sports,mobile,0.3393,2025-02-06,1
P03273,LT,Paid Social,Electronics,desktop,0.8135,2025-04-23,0
P03274,LT,CRM,Home,desktop,0.3625,2025-06-28,0
P03275,EE,Paid Social,Home,mobile,0.7297,2025-03-17,0
P03276,EE,CRM,Beauty,desktop,0.4596,2025-06-24,1
P03277,LV,CRM,Pet Care,desktop,0.1109,2025-03-06,0
P03278,LT,CRM,Home,mobile,0.337,2025-04-28,0
P03279,LT,Paid Social,Beauty,mobile,0.2955,2025-08-08,1
P03280,EE,Paid Social,Pet Care,desktop,0.5478,2025-07-17,0
P03281,LV,Paid Social,Home,mobile,0.5024,2025-08-30,1
P03282,LV,Paid Social,Beauty,mobile,0.53,2025-04-24,1
P03283,LV,Affiliate,Sports,desktop,0.4929,2025-01-03,0
P03284,LT,Organic Search,Beauty,mobile,0.5814,2025-08-23,0
P03285,LV,CRM,Sports,desktop,0.4799,2025-05-23,0
P03286,LV,Organic Search,Electronics,mobile,0.6316,2025-07-13,1
P03287,LT,Organic Search,Beauty,mobile,0.2456,2025-07-26,1
P03288,EE,Paid Search,Home,mobile,0.3468,2025-02-08,0
P03289,LV,Paid Social,Sports,mobile,0.4537,2025-07-26,1
P03290,LT,CRM,Beauty,mobile,0.2074,2025-10-14,1
P03291,LV,Affiliate,Beauty,mobile,0.4407,2025-08-21,0
P03292,LV,Organic Search,Electronics,mobile,0.1597,2025-01-25,0
P03293,LT,Organic Search,Home,mobile,0.5979,2025-03-08,1
P03294,LV,Paid Search,Home,desktop,0.7293,2025-09-06,1
P03295,LT,Paid Search,Home,desktop,0.1087,2025-07-15,0
P03296,LV,Paid Social,Pet Care,desktop,0.4976,2025-05-09,1
P03297,LT,Organic Search,Electronics,desktop,0.715,2025-06-15,0
P03298,LV,Paid Search,Pet Care,desktop,0.6061,2025-01-29,1
P03299,EE,Paid Search,Sports,mobile,0.2323,2025-02-04,0
P03300,LV,Affiliate,Home,mobile,0.6857,2025-06-20,0
P03301,EE,Organic Search,Pet Care,mobile,0.3424,2025-01-20,1
P03302,LV,Paid Search,Home,mobile,0.3116,2025-09-19,0
P03303,LV,Paid Social,Home,desktop,0.4905,2025-01-10,0
P03304,LT,Paid Social,Beauty,mobile,0.3815,2025-10-05,0
P03305,LV,Organic Search,Pet Care,mobile,0.7953,2025-08-13,1
P03306,LT,Organic Search,Electronics,desktop,0.1863,2025-02-25,0
P03307,LT,Paid Social,Beauty,mobile,0.6882,2025-06-26,0
P03308,LT,Paid Search,Electronics,mobile,0.6309,2025-03-10,1
P03309,LT,Affiliate,Home,mobile,0.1279,2025-05-11,0
P03310,LV,Organic Search,Home,mobile,0.7429,2025-06-25,1
P03311,LV,CRM,Beauty,desktop,0.4362,2025-09-06,1
P03312,LT,Organic Search,Electronics,mobile,0.9017,2025-09-09,0
P03313,LV,Affiliate,Home,mobile,0.5564,2025-01-12,0
P03314,LV,Paid Search,Beauty,mobile,0.2222,2025-10-17,0
P03315,LT,Affiliate,Sports,mobile,0.7246,2025-03-30,0
P03316,LT,Paid Search,Beauty,mobile,0.4411,2025-07-31,0
P03317,LT,Paid Search,Electronics,desktop,0.4876,2025-10-21,0
P03318,LV,Paid Search,Home,mobile,0.3611,2025-06-19,0
P03319,EE,Affiliate,Beauty,mobile,0.3735,2025-04-28,0
P03320,LV,Organic Search,Home,desktop,0.4579,2025-03-22,0
P03321,LT,Affiliate,Sports,mobile,0.9507,2025-09-25,0
P03322,LV,Paid Social,Sports,mobile,0.0995,2025-01-30,0
P03323,LT,Affiliate,Home,mobile,0.346,2025-06-04,0
P03324,LT,Paid Search,Electronics,mobile,0.4077,2025-08-16,1
P03325,LV,Affiliate,Sports,desktop,0.0542,2025-07-06,0
P03326,LV,CRM,Electronics,mobile,0.5947,2025-06-13,1
P03327,LV,Paid Search,Home,mobile,0.3718,2025-03-28,1
P03328,LV,Organic Search,Electronics,desktop,0.519,2025-08-15,0
P03329,LV,Organic Search,Sports,desktop,0.6978,2025-02-27,1
P03330,LT,Paid Search,Sports,mobile,0.3407,2025-05-10,0
P03331,LV,CRM,Beauty,desktop,0.5078,2025-02-19,0
P03332,LV,CRM,Pet Care,mobile,0.271,2025-06-09,1
P03333,LT,Paid Search,Beauty,desktop,0.7214,2025-09-05,0
P03334,LT,Organic Search,Electronics,desktop,0.5454,2025-03-25,1
P03335,LT,Affiliate,Electronics,mobile,0.4535,2025-02-23,0
P03336,LT,Paid Social,Electronics,desktop,0.5785,2025-08-14,0
P03337,LV,CRM,Electronics,mobile,0.6562,2025-07-06,1
P03338,LV,Paid Social,Home,mobile,0.2889,2025-02-17,0
P03339,LV,Paid Social,Electronics,mobile,0.1673,2025-07-13,0
P03340,LV,Organic Search,Pet Care,desktop,0.1372,2025-03-06,1
P03341,LT,Paid Search,Electronics,mobile,0.4572,2025-03-19,0
P03342,EE,Paid Social,Beauty,desktop,0.4633,2025-08-28,0
P03343,LV,Paid Search,Pet Care,mobile,0.6348,2025-04-14,0
P03344,LV,CRM,Sports,mobile,0.2975,2025-03-14,0
P03345,LV,Affiliate,Home,mobile,0.5335,2025-01-12,1
P03346,LV,CRM,Electronics,mobile,0.1227,2025-06-18,0
P03347,LT,Organic Search,Home,mobile,0.2088,2025-01-12,0
P03348,LV,Paid Social,Home,mobile,0.8343,2025-06-06,1
P03349,EE,Paid Social,Pet Care,mobile,0.2026,2025-03-22,0
P03350,LT,Affiliate,Electronics,desktop,0.4855,2025-06-04,1
P03351,LT,Paid Social,Beauty,desktop,0.574,2025-05-09,1
P03352,EE,Organic Search,Sports,desktop,0.6562,2025-02-02,1
P03353,LT,Paid Social,Pet Care,mobile,0.3763,2025-08-17,0
P03354,LT,Paid Social,Beauty,mobile,0.5365,2025-01-13,0
P03355,EE,CRM,Pet Care,mobile,0.3866,2025-05-31,1
P03356,LV,CRM,Electronics,desktop,0.48,2025-07-30,0
P03357,EE,CRM,Beauty,desktop,0.4425,2025-01-17,0
P03358,LV,Organic Search,Beauty,desktop,0.5434,2025-06-17,1
P03359,LV,Paid Search,Home,desktop,0.2508,2025-06-19,0
P03360,LT,CRM,Beauty,desktop,0.3586,2025-07-11,1
P03361,LT,Paid Search,Sports,mobile,0.265,2025-09-27,0
P03362,LT,Organic Search,Home,mobile,0.735,2025-10-01,1
P03363,LT,Affiliate,Home,mobile,0.6657,2025-05-07,1
P03364,EE,CRM,Pet Care,mobile,0.0981,2025-08-03,0
P03365,LT,Organic Search,Home,desktop,0.4661,2025-10-05,0
P03366,LV,Paid Social,Sports,mobile,0.5595,2025-06-04,0
P03367,EE,Paid Search,Electronics,mobile,0.3214,2025-02-11,1
P03368,LV,Paid Social,Electronics,mobile,0.2824,2025-09-07,1
P03369,LT,Paid Social,Electronics,mobile,0.1382,2025-03-16,0
P03370,EE,Paid Social,Sports,mobile,0.231,2025-02-01,1
P03371,LV,Paid Social,Sports,desktop,0.2473,2025-09-01,0
P03372,LV,Affiliate,Sports,mobile,0.3937,2025-07-27,0
P03373,LV,Organic Search,Electronics,desktop,0.2834,2025-09-29,0
P03374,EE,Organic Search,Home,desktop,0.2216,2025-02-23,0
P03375,EE,Paid Search,Sports,desktop,0.6306,2025-08-07,0
P03376,LV,Paid Search,Sports,mobile,0.2718,2025-09-22,0
P03377,EE,Paid Social,Pet Care,desktop,0.4701,2025-10-07,0
P03378,EE,CRM,Electronics,mobile,0.792,2025-07-14,0
P03379,EE,Affiliate,Home,mobile,0.5781,2025-08-08,1
P03380,LV,Paid Search,Electronics,mobile,0.4383,2025-03-08,1
P03381,LT,CRM,Pet Care,desktop,0.4865,2025-04-08,0
P03382,LV,Paid Social,Home,mobile,0.2908,2025-01-17,0
P03383,LV,Paid Search,Beauty,mobile,0.317,2025-06-06,0
P03384,LT,Affiliate,Home,mobile,0.4124,2025-10-19,0
P03385,EE,Affiliate,Beauty,mobile,0.1199,2025-02-01,0
P03386,EE,Paid Social,Electronics,mobile,0.6481,2025-06-21,1
P03387,EE,Paid Social,Pet Care,mobile,0.4414,2025-04-18,0
P03388,EE,Paid Social,Home,mobile,0.6033,2025-07-16,0
P03389,LV,Affiliate,Electronics,mobile,0.1463,2025-01-21,0
P03390,LT,Organic Search,Electronics,mobile,0.2552,2025-04-30,0
P03391,LT,Organic Search,Home,mobile,0.5437,2025-07-19,1
P03392,LV,Paid Search,Beauty,mobile,0.3294,2025-01-05,1
P03393,LV,Affiliate,Beauty,mobile,0.6716,2025-09-08,0
P03394,LT,Affiliate,Sports,mobile,0.2919,2025-01-27,0
P03395,LV,Paid Search,Electronics,desktop,0.8378,2025-04-18,0
P03396,LV,Paid Social,Pet Care,desktop,0.6004,2025-03-28,0
P03397,LV,Organic Search,Sports,desktop,0.3276,2025-09-13,0
P03398,LT,Paid Social,Sports,mobile,0.4138,2025-09-02,1
P03399,LT,Organic Search,Beauty,desktop,0.1683,2025-09-23,0
P03400,LV,Organic Search,Sports,desktop,0.3451,2025-04-15,0
P03401,LV,Organic Search,Electronics,mobile,0.746,2025-03-22,0
P03402,LT,Paid Search,Electronics,desktop,0.3095,2025-02-22,1
P03403,LV,Paid Social,Beauty,mobile,0.4267,2025-10-05,0
P03404,LV,Paid Search,Sports,mobile,0.7984,2025-07-20,0
P03405,LV,Affiliate,Beauty,mobile,0.8274,2025-07-18,1
P03406,LV,Affiliate,Pet Care,desktop,0.5398,2025-10-27,0
P03407,LV,CRM,Beauty,mobile,0.4957,2025-04-01,0
P03408,LV,Paid Search,Electronics,mobile,0.1338,2025-10-09,0
P03409,LV,Organic Search,Sports,desktop,0.2854,2025-08-31,0
P03410,LT,Affiliate,Pet Care,desktop,0.5858,2025-07-11,0
P03411,LT,Organic Search,Sports,mobile,0.1865,2025-01-27,0
P03412,LT,Paid Social,Electronics,desktop,0.5534,2025-10-20,1
P03413,EE,CRM,Beauty,mobile,0.5211,2025-08-08,0
P03414,LV,Organic Search,Sports,mobile,0.5793,2025-07-06,0
P03415,LV,Paid Social,Home,desktop,0.1234,2025-05-05,0
P03416,LT,Paid Search,Beauty,desktop,0.5397,2025-01-05,0
P03417,LV,Affiliate,Electronics,mobile,0.3567,2025-03-19,0
P03418,LV,Organic Search,Sports,mobile,0.4865,2025-06-25,1
P03419,LV,Paid Search,Electronics,mobile,0.6328,2025-02-22,0
P03420,LT,Organic Search,Sports,mobile,0.3999,2025-05-06,0
P03421,LV,CRM,Electronics,mobile,0.5625,2025-10-09,0
P03422,LT,Paid Social,Beauty,mobile,0.1715,2025-02-04,0
P03423,LV,Paid Social,Home,desktop,0.5998,2025-08-26,0
P03424,EE,Organic Search,Beauty,mobile,0.3146,2025-05-30,0
P03425,EE,Paid Social,Pet Care,mobile,0.3594,2025-08-18,1
P03426,LT,Paid Social,Pet Care,mobile,0.117,2025-01-05,1
P03427,LV,CRM,Sports,desktop,0.355,2025-10-18,0
P03428,LV,Organic Search,Sports,mobile,0.1883,2025-08-30,1
P03429,LT,Paid Social,Pet Care,desktop,0.4059,2025-08-20,0
P03430,EE,Paid Social,Home,desktop,0.3786,2025-02-02,0
P03431,LV,Paid Social,Beauty,mobile,0.3578,2025-04-19,0
P03432,LT,Paid Social,Sports,mobile,0.0794,2025-02-16,0
P03433,LV,Paid Social,Pet Care,desktop,0.2196,2025-02-13,1
P03434,LT,Paid Social,Pet Care,mobile,0.4537,2025-04-13,0
P03435,LT,Affiliate,Sports,mobile,0.409,2025-08-15,1
P03436,LV,Organic Search,Beauty,mobile,0.3969,2025-08-23,0
P03437,LT,Paid Search,Home,mobile,0.5276,2025-02-18,0
P03438,LT,Organic Search,Sports,mobile,0.313,2025-03-04,1
P03439,LT,Organic Search,Home,mobile,0.244,2025-01-06,0
P03440,LV,Paid Search,Sports,mobile,0.2135,2025-01-09,0
P03441,LV,Paid Search,Home,desktop,0.7421,2025-07-20,1
P03442,LT,Paid Search,Electronics,desktop,0.3743,2025-10-22,0
P03443,EE,Affiliate,Electronics,desktop,0.2253,2025-03-15,0
P03444,LT,CRM,Sports,desktop,0.2024,2025-04-03,0
P03445,LV,CRM,Sports,desktop,0.4606,2025-07-17,0
P03446,LV,Paid Social,Beauty,desktop,0.5737,2025-09-05,0
P03447,EE,Paid Social,Beauty,mobile,0.7509,2025-01-10,0
P03448,EE,CRM,Beauty,desktop,0.3526,2025-01-28,1
P03449,LT,Organic Search,Home,desktop,0.4802,2025-02-10,1
P03450,LT,Paid Search,Pet Care,mobile,0.0403,2025-10-05,1
P03451,LV,Paid Search,Electronics,mobile,0.2337,2025-06-19,1
P03452,LV,Paid Search,Home,mobile,0.1959,2025-05-30,0
P03453,LV,Paid Search,Home,desktop,0.7781,2025-01-10,0
P03454,LT,CRM,Beauty,desktop,0.7441,2025-09-13,0
P03455,LV,Paid Search,Beauty,mobile,0.5059,2025-08-23,1
P03456,LV,Paid Social,Home,mobile,0.1777,2025-08-15,0
P03457,LV,Affiliate,Home,mobile,0.251,2025-04-04,0
P03458,LT,Paid Search,Beauty,desktop,0.3312,2025-01-16,0
P03459,LT,Paid Search,Home,desktop,0.4879,2025-07-11,1
P03460,LV,Organic Search,Electronics,desktop,0.093,2025-02-15,0
P03461,LV,CRM,Electronics,mobile,0.3928,2025-10-25,1
P03462,LV,Paid Search,Sports,mobile,0.2922,2025-02-16,0
P03463,LT,Paid Social,Home,mobile,0.2805,2025-05-05,0
P03464,LV,Paid Social,Beauty,mobile,0.3718,2025-07-08,0
P03465,LV,CRM,Beauty,mobile,0.3573,2025-10-10,0
P03466,EE,Paid Social,Home,desktop,0.0449,2025-07-24,0
P03467,LV,Paid Search,Sports,mobile,0.3818,2025-01-10,1
P03468,LV,Affiliate,Electronics,mobile,0.5705,2025-10-06,1
P03469,LV,Affiliate,Beauty,desktop,0.3003,2025-05-01,0
P03470,LT,Organic Search,Beauty,mobile,0.1421,2025-07-05,0
P03471,LV,Paid Social,Electronics,mobile,0.5107,2025-07-15,0
P03472,EE,Organic Search,Electronics,desktop,0.6148,2025-06-18,0
P03473,LV,CRM,Electronics,mobile,0.4003,2025-01-26,1
P03474,EE,Paid Search,Sports,desktop,0.1694,2025-03-27,0
P03475,LV,Paid Social,Beauty,mobile,0.4645,2025-05-02,0
P03476,LT,CRM,Pet Care,desktop,0.6496,2025-02-11,0
P03477,LV,Paid Social,Pet Care,desktop,0.2735,2025-09-08,1
P03478,EE,Affiliate,Sports,mobile,0.3234,2025-01-09,0
P03479,LV,Paid Search,Pet Care,desktop,0.3651,2025-01-14,0
P03480,EE,Affiliate,Sports,mobile,0.3253,2025-02-06,0
P03481,LV,Paid Search,Beauty,mobile,0.5263,2025-06-25,0
P03482,LV,Organic Search,Home,mobile,0.4876,2025-10-22,0
P03483,LV,CRM,Sports,desktop,0.2189,2025-01-09,1
P03484,LT,Organic Search,Home,mobile,0.0563,2025-07-18,0
P03485,LV,Organic Search,Electronics,mobile,0.2219,2025-01-15,1
P03486,LT,Affiliate,Home,mobile,0.3378,2025-06-03,0
P03487,LV,Paid Social,Pet Care,desktop,0.5528,2025-09-16,0
P03488,LV,Organic Search,Electronics,mobile,0.4166,2025-07-30,0
P03489,LV,Affiliate,Sports,mobile,0.3549,2025-10-04,0
P03490,LV,Organic Search,Electronics,desktop,0.1514,2025-06-20,0
P03491,LV,Paid Social,Home,desktop,0.7937,2025-08-19,0
P03492,LV,Paid Search,Home,mobile,0.2845,2025-09-12,1
P03493,LT,Paid Search,Home,mobile,0.8054,2025-10-15,0
P03494,LV,Paid Search,Sports,mobile,0.6544,2025-03-10,1
P03495,LV,Paid Social,Electronics,desktop,0.377,2025-08-24,0
P03496,LV,Paid Search,Beauty,mobile,0.6405,2025-05-12,1
P03497,EE,Affiliate,Electronics,desktop,0.051,2025-08-06,0
P03498,LV,Paid Search,Sports,desktop,0.2813,2025-09-15,0
P03499,EE,Paid Social,Pet Care,mobile,0.6396,2025-09-01,0
P03500,LT,Paid Social,Electronics,mobile,0.5933,2025-04-23,1
P03501,LV,CRM,Home,mobile,0.7321,2025-01-17,0
P03502,EE,Paid Search,Sports,mobile,0.781,2025-01-07,0
P03503,LV,Organic Search,Beauty,mobile,0.4156,2025-09-13,0
P03504,LT,CRM,Home,mobile,0.2734,2025-01-16,0
P03505,LV,Paid Search,Beauty,desktop,0.7866,2025-06-18,1
P03506,LT,Paid Search,Home,mobile,0.5213,2025-05-16,1
P03507,LV,Affiliate,Electronics,desktop,0.793,2025-10-13,0
P03508,LV,Affiliate,Electronics,mobile,0.6551,2025-09-10,0
P03509,EE,Paid Social,Beauty,mobile,0.4441,2025-01-06,0
P03510,EE,CRM,Electronics,desktop,0.6172,2025-09-04,0
P03511,LT,Paid Social,Sports,desktop,0.5808,2025-06-17,0
P03512,LT,Organic Search,Beauty,desktop,0.0924,2025-08-27,0
P03513,LV,Paid Social,Beauty,mobile,0.3378,2025-10-21,0
P03514,EE,Organic Search,Sports,mobile,0.4187,2025-05-07,1
P03515,LT,Paid Social,Beauty,mobile,0.2897,2025-05-08,1
P03516,LV,Paid Search,Home,desktop,0.4092,2025-02-15,1
P03517,LV,Organic Search,Sports,desktop,0.5909,2025-10-23,0
P03518,EE,Paid Search,Beauty,desktop,0.1632,2025-02-17,1
P03519,LT,CRM,Home,mobile,0.1534,2025-01-01,0
P03520,LV,Organic Search,Electronics,desktop,0.3818,2025-10-17,0
P03521,LV,Paid Social,Home,mobile,0.3221,2025-08-14,0
P03522,LV,Paid Search,Electronics,desktop,0.3391,2025-09-23,0
P03523,EE,Paid Social,Home,desktop,0.258,2025-07-12,0
P03524,LV,Organic Search,Sports,mobile,0.4797,2025-03-05,0
P03525,LV,CRM,Beauty,desktop,0.372,2025-01-31,1
P03526,LT,Affiliate,Electronics,desktop,0.4869,2025-02-04,0
P03527,EE,Paid Social,Beauty,mobile,0.2383,2025-10-28,0
P03528,LV,Organic Search,Sports,mobile,0.5958,2025-02-27,1
P03529,LT,Organic Search,Beauty,mobile,0.2759,2025-02-07,0
P03530,LV,Paid Search,Pet Care,mobile,0.3153,2025-03-30,1
P03531,EE,Paid Search,Electronics,mobile,0.1997,2025-03-28,1
P03532,LV,Paid Social,Sports,mobile,0.4518,2025-04-06,0
P03533,LV,Paid Search,Electronics,mobile,0.4815,2025-02-06,1
P03534,LT,Organic Search,Sports,desktop,0.3803,2025-01-18,0
P03535,LV,Organic Search,Pet Care,desktop,0.6992,2025-07-15,1
P03536,LT,CRM,Home,desktop,0.5336,2025-02-28,0
P03537,LT,CRM,Electronics,desktop,0.4843,2025-01-04,1
P03538,LT,Organic Search,Home,mobile,0.2837,2025-01-09,0
P03539,LT,Paid Social,Beauty,desktop,0.2017,2025-06-02,0
P03540,EE,Paid Social,Beauty,desktop,0.5006,2025-10-12,1
P03541,LV,CRM,Sports,desktop,0.2435,2025-09-03,0
P03542,LV,CRM,Electronics,mobile,0.5532,2025-05-17,1
P03543,LT,Paid Social,Sports,desktop,0.3638,2025-09-26,0
P03544,LV,Organic Search,Sports,desktop,0.2345,2025-04-22,1
P03545,LV,Affiliate,Electronics,mobile,0.2042,2025-03-24,0
P03546,EE,Organic Search,Electronics,mobile,0.5563,2025-09-07,0
P03547,LT,Paid Social,Beauty,desktop,0.3904,2025-05-06,1
P03548,LV,Organic Search,Home,mobile,0.2334,2025-04-14,0
P03549,LT,Organic Search,Sports,desktop,0.4002,2025-09-17,1
P03550,LV,CRM,Pet Care,mobile,0.2858,2025-09-23,0
P03551,LT,Paid Search,Home,mobile,0.588,2025-07-05,0
P03552,LV,Paid Social,Home,mobile,0.3768,2025-04-05,0
P03553,EE,Paid Social,Home,mobile,0.3882,2025-02-13,0
P03554,LT,Paid Search,Pet Care,mobile,0.3548,2025-05-23,0
P03555,LT,Organic Search,Home,mobile,0.4374,2025-09-08,1
P03556,LV,Paid Search,Home,mobile,0.636,2025-08-16,0
P03557,LV,Affiliate,Home,desktop,0.4659,2025-08-19,1
P03558,LT,CRM,Home,mobile,0.7011,2025-04-19,0
P03559,LV,Paid Social,Beauty,desktop,0.4111,2025-07-20,0
P03560,EE,Affiliate,Home,desktop,0.1089,2025-07-29,0
P03561,LT,CRM,Home,desktop,0.3562,2025-02-07,0
P03562,LT,Organic Search,Electronics,mobile,0.2144,2025-04-23,0
P03563,LT,CRM,Electronics,mobile,0.3412,2025-01-19,0
P03564,LV,Affiliate,Electronics,mobile,0.3497,2025-10-24,1
P03565,LT,CRM,Pet Care,mobile,0.2413,2025-02-23,1
P03566,LV,Affiliate,Sports,desktop,0.4239,2025-04-04,0
P03567,EE,Paid Social,Beauty,mobile,0.8232,2025-06-23,0
P03568,LV,CRM,Beauty,mobile,0.4365,2025-09-07,0
P03569,LV,CRM,Sports,mobile,0.5303,2025-04-14,0
P03570,LV,Paid Social,Pet Care,mobile,0.6029,2025-04-15,0
P03571,LV,Paid Search,Sports,mobile,0.1938,2025-04-26,0
P03572,LT,Paid Search,Sports,desktop,0.1897,2025-04-18,1
P03573,LV,Paid Search,Pet Care,desktop,0.2421,2025-09-27,0
P03574,LV,Paid Search,Home,desktop,0.3672,2025-10-02,0
P03575,LT,Paid Search,Electronics,mobile,0.6264,2025-07-23,1
P03576,LT,Organic Search,Electronics,desktop,0.5583,2025-07-15,0
P03577,EE,Paid Search,Home,mobile,0.6973,2025-05-12,0
P03578,LV,CRM,Electronics,desktop,0.2596,2025-04-18,0
P03579,LV,Organic Search,Home,mobile,0.3185,2025-03-09,0
P03580,LV,CRM,Sports,mobile,0.5267,2025-08-14,0
P03581,LV,Paid Search,Beauty,mobile,0.4797,2025-09-15,0
P03582,LV,Affiliate,Beauty,desktop,0.7528,2025-05-05,0
P03583,EE,Paid Search,Home,desktop,0.3003,2025-02-09,1
P03584,LT,Organic Search,Beauty,mobile,0.3192,2025-09-18,0
P03585,LT,Paid Social,Home,mobile,0.5585,2025-02-08,1
P03586,EE,Paid Social,Beauty,desktop,0.7568,2025-06-05,0
P03587,LV,Affiliate,Beauty,mobile,0.5237,2025-09-16,1
P03588,EE,CRM,Home,mobile,0.3621,2025-03-04,1
P03589,LT,CRM,Home,desktop,0.5921,2025-10-22,0
P03590,LT,Paid Social,Beauty,mobile,0.1306,2025-02-26,0
P03591,LV,CRM,Beauty,mobile,0.7931,2025-04-13,0
P03592,LT,Organic Search,Sports,mobile,0.7838,2025-08-02,0
P03593,EE,Paid Search,Electronics,mobile,0.5496,2025-02-05,0
P03594,EE,Paid Search,Sports,desktop,0.5642,2025-02-04,0
P03595,LV,CRM,Home,desktop,0.3061,2025-01-17,0
P03596,LV,Organic Search,Electronics,mobile,0.6164,2025-10-16,0
P03597,LT,Organic Search,Home,mobile,0.368,2025-01-27,0
P03598,EE,CRM,Electronics,desktop,0.2113,2025-06-16,0
P03599,LV,Paid Social,Electronics,mobile,0.1772,2025-05-30,0
P03600,LT,Organic Search,Beauty,desktop,0.519,2025-04-26,0
