prospect_id,experiment_id,treatment,assignment_date
P03491,free_shipping_threshold,treatment,2025-08-19
P03492,free_shipping_threshold,control,2025-09-12
P03493,free_shipping_threshold,control,2025-10-15
P03494,free_shipping_threshold,control,2025-03-10
P03495,free_shipping_threshold,control,2025-08-24
P03496,free_shipping_threshold,control,2025-05-12
P03497,free_shipping_threshold,treatment,2025-08-06
P03498,free_shipping_threshold,control,2025-09-15
P03499,free_shipping_threshold,treatment,2025-09-01
P03500,free_shipping_threshold,treatment,2025-04-23
P03501,free_shipping_threshold,treatment,2025-01-17
P03502,free_shipping_threshold,treatment,2025-01-07
P03503,free_shipping_threshold,treatment,2025-09-13
P03504,free_shipping_threshold,control,2025-01-16
P03505,free_shipping_threshold,control,2025-06-18
P03506,free_shipping_threshold,control,2025-05-16
P03507,free_shipping_threshold,control,2025-10-13
P03508,free_shipping_threshold,control,2025-09-10
P03509,free_shipping_threshold,treatment,2025-01-06
P03510,free_shipping_threshold,control,2025-09-04
P03511,free_shipping_threshold,control,2025-06-17
P03512,free_shipping_threshold,treatment,2025-08-27
P03513,free_shipping_threshold,treatment,2025-10-21
P03514,free_shipping_threshold,treatment,2025-05-07
P03515,free_shipping_threshold,control,2025-05-08
P03516,free_shipping_threshold,control,2025-02-15
P03517,free_shipping_threshold,control,2025-10-23
P03518,free_shipping_threshold,treatment,2025-02-17
P03519,free_shipping_threshold,treatment,2025-01-01
P03520,free_shipping_threshold,treatment,2025-10-17
P03521,free_shipping_threshold,treatment,2025-08-14
P03522,free_shipping_threshold,control,2025-09-23
P03523,free_shipping_threshold,treatment,2025-07-12
P03524,free_shipping_threshold,control,2025-03-05
P03525,free_shipping_threshold,control,2025-01-31
P03526,free_shipping_threshold,treatment,2025-02-04
P03527,free_shipping_threshold,treatment,2025-10-28
P03528,free_shipping_threshold,control,2025-02-27
P03529,free_shipping_threshold,treatment,2025-02-07
P03530,free_shipping_threshold,treatment,2025-03-30
P03531,free_shipping_threshold,treatment,2025-03-28
P03532,free_shipping_threshold,control,2025-04-06
P03533,free_shipping_threshold,control,2025-02-06
P03534,free_shipping_threshold,treatment,2025-01-18
P03535,free_shipping_threshold,control,2025-07-15
P03536,free_shipping_threshold,treatment,2025-02-28
P03537,free_shipping_threshold,control,2025-01-04
P03538,free_shipping_threshold,treatment,2025-01-09
P03539,free_shipping_threshold,treatment,2025-06-02
P03540,free_shipping_threshold,treatment,2025-10-12
P03541,free_shipping_threshold,control,2025-09-03
P03542,free_shipping_threshold,control,2025-05-17
P03543,free_shipping_threshold,control,2025-09-26
P03544,free_shipping_threshold,treatment,2025-04-22
P03545,free_shipping_threshold,treatment,2025-03-24
P03546,free_shipping_threshold,treatment,2025-09-07
P03547,free_shipping_threshold,control,2025-05-06
P03548,free_shipping_threshold,control,2025-04-14
P03549,free_shipping_threshold,treatment,2025-09-17
P03550,free_shipping_threshold,treatment,2025-09-23
P03551,free_shipping_threshold,control,2025-07-05
P03552,free_shipping_threshold,control,2025-04-05
P03553,free_shipping_threshold,control,2025-02-13
P03554,free_shipping_threshold,treatment,2025-05-23
P03555,free_shipping_threshold,treatment,2025-09-08
P03556,free_shipping_threshold,control,2025-08-16
P03557,free_shipping_threshold,control,2025-08-19
P03558,free_shipping_threshold,treatment,2025-04-19
P03559,free_shipping_threshold,treatment,2025-07-20
P03560,free_shipping_threshold,treatment,2025-07-29
P03561,free_shipping_threshold,treatment,2025-02-07
P03562,free_shipping_threshold,treatment,2025-04-23
P03563,free_shipping_threshold,treatment,2025-01-19
P03564,free_shipping_threshold,treatment,2025-10-24
P03565,free_shipping_threshold,treatment,2025-02-23
P03566,free_shipping_threshold,treatment,2025-04-04
P03567,free_shipping_threshold,control,2025-06-23
P03568,free_shipping_threshold,control,2025-09-07
P03569,free_shipping_threshold,control,2025-04-14
P03570,free_shipping_threshold,control,2025-04-15
P03571,free_shipping_threshold,control,2025-04-26
P03572,free_shipping_threshold,control,2025-04-18
P03573,free_shipping_threshold,control,2025-09-27
P03574,free_shipping_threshold,control,2025-10-02
P03575,free_shipping_threshold,treatment,2025-07-23
P03576,free_shipping_threshold,control,2025-07-15
P03577,free_shipping_threshold,control,2025-05-12
P03578,free_shipping_threshold,control,2025-04-18
P03579,free_shipping_threshold,control,2025-03-09
P03580,free_shipping_threshold,treatment,2025-08-14
P03581,free_shipping_threshold,treatment,2025-09-15
P03582,free_shipping_threshold,treatment,2025-05-05
P03583,free_shipping_threshold,control,2025-02-09
P03584,free_shipping_threshold,control,2025-09-18
P03585,free_shipping_threshold,treatment,2025-02-08
P03586,free_shipping_threshold,treatment,2025-06-05
P03587,free_shipping_threshold,control,2025-09-16
P03588,free_shipping_threshold,treatment,2025-03-04
P03589,free_shipping_threshold,treatment,2025-10-22
P03590,free_shipping_threshold,control,2025-02-26
P03591,free_shipping_threshold,control,2025-04-13
P03592,free_shipping_threshold,control,2025-08-02
P03593,free_shipping_threshold,control,2025-02-05
P03594,free_shipping_threshold,treatment,2025-02-04
P03595,free_shipping_threshold,treatment,2025-01-17
P03596,free_shipping_threshold,control,2025-10-16
P03597,free_shipping_threshold,control,2025-01-27
P03598,free_shipping_threshold,control,2025-06-16
P03599,free_shipping_threshold,control,2025-05-30
P03600,free_shipping_threshold,treatment,2025-04-26
P03601,free_shipping_threshold,treatment,2025-10-04
P03602,free_shipping_threshold,treatment,2025-04-08
P03603,free_shipping_threshold,treatment,2025-09-19
P03604,free_shipping_threshold,control,2025-01-25
P03605,free_shipping_threshold,control,2025-10-18
P03606,free_shipping_threshold,treatment,2025-03-17
P03607,free_shipping_threshold,control,2025-01-30
P03608,free_shipping_threshold,treatment,2025-06-15
P03609,free_shipping_threshold,treatment,2025-06-07
P03610,free_shipping_threshold,treatment,2025-04-17
P03611,free_shipping_threshold,control,2025-01-27
P03612,free_shipping_threshold,treatment,2025-03-09
P03613,free_shipping_threshold,treatment,2025-10-24
P03614,free_shipping_threshold,treatment,2025-03-01
P03615,free_shipping_threshold,control,2025-10-03
P03616,free_shipping_threshold,control,2025-06-05
P03617,free_shipping_threshold,treatment,2025-07-02
P03618,free_shipping_threshold,treatment,2025-04-25
P03619,free_shipping_threshold,control,2025-03-02
P03620,free_shipping_threshold,control,2025-09-24
P03621,free_shipping_threshold,control,2025-07-19
P03622,free_shipping_threshold,treatment,2025-03-18
P03623,free_shipping_threshold,treatment,2025-08-20
P03624,free_shipping_threshold,control,2025-10-09
P03625,free_shipping_threshold,control,2025-05-02
P03626,free_shipping_threshold,control,2025-07-14
P03627,free_shipping_threshold,control,2025-09-09
P03628,free_shipping_threshold,treatment,2025-06-04
P03629,free_shipping_threshold,control,2025-09-01
P03630,free_shipping_threshold,treatment,2025-01-17
P03631,free_shipping_threshold,control,2025-08-29
P03632,free_shipping_threshold,treatment,2025-09-22
P03633,free_shipping_threshold,control,2025-04-10
P03634,free_shipping_threshold,treatment,2025-10-12
P03635,free_shipping_threshold,control,2025-05-19
P03636,free_shipping_threshold,control,2025-09-12
P03637,free_shipping_threshold,treatment,2025-09-22
P03638,free_shipping_threshold,control,2025-02-11
P03639,free_shipping_threshold,control,2025-04-06
P03640,free_shipping_threshold,control,2025-06-10
P03641,free_shipping_threshold,treatment,2025-07-05
P03642,free_shipping_threshold,control,2025-03-07
P03643,free_shipping_threshold,treatment,2025-02-15
P03644,free_shipping_threshold,control,2025-05-08
P03645,free_shipping_threshold,treatment,2025-03-15
P03646,free_shipping_threshold,control,2025-01-26
P03647,free_shipping_threshold,treatment,2025-10-17
P03648,free_shipping_threshold,control,2025-08-28
P03649,free_shipping_threshold,treatment,2025-03-14
P03650,free_shipping_threshold,treatment,2025-10-18
P03651,free_shipping_threshold,control,2025-04-23
P03652,free_shipping_threshold,control,2025-09-28
P03653,free_shipping_threshold,control,2025-06-15
P03654,free_shipping_threshold,treatment,2025-07-24
P03655,free_shipping_threshold,control,2025-01-10
P03656,free_shipping_threshold,control,2025-03-27
P03657,free_shipping_threshold,treatment,2025-03-27
P03658,free_shipping_threshold,treatment,2025-05-28
P03659,free_shipping_threshold,control,2025-06-10
P03660,free_shipping_threshold,treatment,2025-06-03
P03661,free_shipping_threshold,treatment,2025-06-04
P03662,free_shipping_threshold,treatment,2025-09-15
P03663,free_shipping_threshold,treatment,2025-09-05
P03664,free_shipping_threshold,control,2025-09-25
P03665,free_shipping_threshold,control,2025-06-13
P03666,free_shipping_threshold,control,2025-08-23
P03667,free_shipping_threshold,treatment,2025-09-09
P03668,free_shipping_threshold,treatment,2025-01-27
P03669,free_shipping_threshold,treatment,2025-03-10
P03670,free_shipping_threshold,control,2025-04-07
P03671,free_shipping_threshold,treatment,2025-01-12
P03672,free_shipping_threshold,control,2025-04-16
P03673,free_shipping_threshold,control,2025-07-10
P03674,free_shipping_threshold,treatment,2025-07-04
P03675,free_shipping_threshold,control,2025-01-02
P03676,free_shipping_threshold,treatment,2025-02-14
P03677,free_shipping_threshold,treatment,2025-05-13
P03678,free_shipping_threshold,treatment,2025-07-22
P03679,free_shipping_threshold,treatment,2025-05-15
P03680,free_shipping_threshold,treatment,2025-02-10
P03681,free_shipping_threshold,control,2025-06-24
P03682,free_shipping_threshold,treatment,2025-07-29
P03683,free_shipping_threshold,control,2025-07-24
P03684,free_shipping_threshold,control,2025-07-13
P03685,free_shipping_threshold,control,2025-09-21
P03686,free_shipping_threshold,control,2025-08-23
P03687,free_shipping_threshold,treatment,2025-09-13
P03688,free_shipping_threshold,treatment,2025-03-17
P03689,free_shipping_threshold,control,2025-09-24
P03690,free_shipping_threshold,control,2025-03-10
P03691,free_shipping_threshold,control,2025-03-05
P03692,free_shipping_threshold,treatment,2025-09-12
P03693,free_shipping_threshold,treatment,2025-01-10
P03694,free_shipping_threshold,control,2025-08-31
P03695,free_shipping_threshold,control,2025-07-12
P03696,free_shipping_threshold,control,2025-07-22
P03697,free_shipping_threshold,control,2025-05-17
P03698,free_shipping_threshold,control,2025-01-18
P03699,free_shipping_threshold,treatment,2025-06-13
P03700,free_shipping_threshold,treatment,2025-09-13
P03701,free_shipping_threshold,control,2025-03-04
P03702,free_shipping_threshold,control,2025-06-02
P03703,free_shipping_threshold,control,2025-08-21
P03704,free_shipping_threshold,control,2025-08-27
P03705,free_shipping_threshold,control,2025-04-22
P03706,free_shipping_threshold,treatment,2025-05-17
P03707,free_shipping_threshold,treatment,2025-08-11
P03708,free_shipping_threshold,control,2025-08-13
P03709,free_shipping_threshold,control,2025-08-23
P03710,free_shipping_threshold,control,2025-01-13
P03711,free_shipping_threshold,treatment,2025-01-16
P03712,free_shipping_threshold,control,2025-04-10
P03713,free_shipping_threshold,control,2025-02-02
P03714,free_shipping_threshold,treatment,2025-01-20
P03715,free_shipping_threshold,control,2025-07-19
P03716,free_shipping_threshold,treatment,2025-02-12
P03717,free_shipping_threshold,control,2025-10-27
P03718,free_shipping_threshold,treatment,2025-08-25
P03719,free_shipping_threshold,control,2025-05-10
P03720,free_shipping_threshold,treatment,2025-09-09
P03721,free_shipping_threshold,treatment,2025-07-30
P03722,free_shipping_threshold,treatment,2025-05-12
P03723,free_shipping_threshold,control,2025-06-05
P03724,free_shipping_threshold,control,2025-08-17
P03725,free_shipping_threshold,control,2025-08-11
P03726,free_shipping_threshold,treatment,2025-07-22
P03727,free_shipping_threshold,control,2025-09-13
P03728,free_shipping_threshold,control,2025-07-29
P03729,free_shipping_threshold,control,2025-05-05
P03730,free_shipping_threshold,treatment,2025-07-05
P03731,free_shipping_threshold,control,2025-02-27
P03732,free_shipping_threshold,treatment,2025-10-21
P03733,free_shipping_threshold,control,2025-10-17
P03734,free_shipping_threshold,control,2025-03-16
P03735,free_shipping_threshold,control,2025-06-17
P03736,free_shipping_threshold,control,2025-06-14
P03737,free_shipping_threshold,control,2025-02-26
P03738,free_shipping_threshold,treatment,2025-08-25
P03739,free_shipping_threshold,control,2025-09-02
P03740,free_shipping_threshold,treatment,2025-01-20
P03741,free_shipping_threshold,control,2025-05-28
P03742,free_shipping_threshold,treatment,2025-06-28
P03743,free_shipping_threshold,treatment,2025-07-09
P03744,free_shipping_threshold,treatment,2025-06-25
P03745,free_shipping_threshold,treatment,2025-10-10
P03746,free_shipping_threshold,control,2025-06-01
P03747,free_shipping_threshold,treatment,2025-08-10
P03748,free_shipping_threshold,control,2025-02-02
P03749,free_shipping_threshold,treatment,2025-07-31
P03750,free_shipping_threshold,treatment,2025-09-29
P03751,free_shipping_threshold,treatment,2025-10-03
P03752,free_shipping_threshold,treatment,2025-01-10
P03753,free_shipping_threshold,control,2025-01-10
P03754,free_shipping_threshold,control,2025-09-10
P03755,free_shipping_threshold,treatment,2025-03-06
P03756,free_shipping_threshold,treatment,2025-06-07
P03757,free_shipping_threshold,treatment,2025-10-19
P03758,free_shipping_threshold,control,2025-10-28
P03759,free_shipping_threshold,control,2025-02-24
P03760,free_shipping_threshold,treatment,2025-05-26
P03761,free_shipping_threshold,control,2025-08-20
P03762,free_shipping_threshold,treatment,2025-01-19
P03763,free_shipping_threshold,control,2025-04-08
P03764,free_shipping_threshold,control,2025-01-21
P03765,free_shipping_threshold,control,2025-01-18
P03766,free_shipping_threshold,control,2025-09-22
P03767,free_shipping_threshold,control,2025-10-11
P03768,free_shipping_threshold,control,2025-06-21
P03769,free_shipping_threshold,control,2025-08-04
P03770,free_shipping_threshold,control,2025-10-27
P03771,free_shipping_threshold,control,2025-03-01
P03772,free_shipping_threshold,control,2025-03-12
P03773,free_shipping_threshold,control,2025-05-04
P03774,free_shipping_threshold,treatment,2025-03-15
P03775,free_shipping_threshold,treatment,2025-02-05
P03776,free_shipping_threshold,treatment,2025-09-07
P03777,free_shipping_threshold,control,2025-08-25
P03778,free_shipping_threshold,control,2025-01-22
P03779,free_shipping_threshold,treatment,2025-02-21
P03780,free_shipping_threshold,treatment,2025-10-05
P03781,free_shipping_threshold,treatment,2025-05-05
P03782,free_shipping_threshold,control,2025-03-07
P03783,free_shipping_threshold,treatment,2025-03-24
P03784,free_shipping_threshold,treatment,2025-08-20
P03785,free_shipping_threshold,treatment,2025-05-29
P03786,free_shipping_threshold,treatment,2025-07-26
P03787,free_shipping_threshold,treatment,2025-03-13
P03788,free_shipping_threshold,control,2025-05-22
P03789,free_shipping_threshold,treatment,2025-10-11
P03790,free_shipping_threshold,control,2025-08-10
P03791,free_shipping_threshold,treatment,2025-10-09
P03792,free_shipping_threshold,control,2025-03-30
